player_id,player,position,team,league,age,year_of_birth,mins_90s,touches,touches_def_pen,touches_def_third,touches_mid_third,touches_att_third,touches_att_pen,touches_live,touches_success,dribbles_att,dribbles_percent,dribbles_player_count,dribbles_megs,dribbles_carries,carries_total_dist,carries_prog_dist,pass_targets,pass_receptions,pass_reception_percent,miscontrols,dispossessed
10435,Xisco Campos,DF,Mallorca,La Liga,37,1982,5.3,264,38,159,101,12,4,255,0,0,,0,0,124,681,207,146,142,97.3,0,0
10436,Víctor Campuzano,FW,Espanyol,La Liga,22,1997,9.7,268,5,19,135,135,35,253,11,15,73.3,11,0,178,1280,777,394,171,43.4,40,20
10437,Emre Can,MFDF,Dortmund,Bundesliga,25,1994,10.6,862,42,262,531,132,20,849,15,25,60,17,0,621,3590,1816,684,650,95,5,16
10438,Emre Can,MF,Juventus,Serie A,25,1994,3.2,204,9,31,117,69,12,200,7,10,70,7,0,156,809,422,170,154,90.6,4,5
10439,Sergio Canales,MFFW,Betis,La Liga,28,1991,35.1,2529,34,421,1400,946,100,2296,48,71,67.6,54,1,1854,13275,7584,2155,1932,89.7,40,46
10440,João Cancelo,DF,Manchester City,Premier League,25,1994,13.4,1295,29,252,722,413,33,1195,46,63,73,49,4,969,4996,2718,970,931,96,11,13
10441,Antonio Candreva,DF,Inter,Serie A,32,1987,22.1,1568,53,356,637,669,66,1356,10,27,37,13,1,1111,6561,3779,1207,1095,90.7,19,13
10442,Gianmarco Cangiano,FWMF,Bologna,Serie A,17,2001,0.2,16,1,2,9,8,1,15,3,4,75,3,0,17,97,46,10,9,90,1,1
10443,Todd Cantwell,FWMF,Norwich City,Premier League,21,1998,27.7,1511,42,274,756,607,91,1479,57,94,60.6,61,1,1103,6985,3728,1401,1111,79.3,59,50
10444,Ander Capa,DF,Athletic Club,La Liga,27,1992,31.9,1951,86,497,933,661,47,1570,52,76,68.4,57,5,1034,6938,4595,1142,1003,87.8,28,43
10445,Pierrick Capelle,MFDF,Angers,Ligue 1,32,1987,19.4,1052,41,217,543,375,52,1009,26,39,66.7,26,1,727,4642,2335,874,712,81.5,39,45
10446,Étienne Capoue,MF,Watford,Premier League,31,1988,29.2,1748,98,460,1131,222,12,1671,32,44,72.7,33,2,1047,4354,1964,1053,995,94.5,10,28
10447,Gianluca Caprari,FWMF,Sampdoria,Serie A,26,1993,7.4,369,4,31,173,202,28,333,15,25,60,15,2,283,2031,1123,364,264,72.5,22,28
10448,Gianluca Caprari,FWMF,Parma,Serie A,26,1993,6.5,292,4,36,145,143,27,268,13,22,59.1,14,0,225,1728,970,266,206,77.4,14,13
10449,Francesco Caputo,FW,Sassuolo,Serie A,31,1987,32.6,1087,9,60,526,554,201,1007,23,41,56.1,26,3,735,3636,1843,1353,864,63.9,65,37
10450,Maxence Caqueret,MF,Lyon,Ligue 1,19,2000,6.3,468,6,78,305,112,10,467,6,14,42.9,6,0,348,1438,637,377,352,93.4,11,8
10451,Andrea Carboni,DFMF,Cagliari,Serie A,18,2001,4.1,207,42,114,98,9,1,192,0,0,,0,0,106,850,582,127,122,96.1,0,1
10452,Irvin Cardona,FWMF,Brest,Ligue 1,21,1997,16.1,666,15,77,286,348,87,653,12,37,32.4,12,1,459,3169,1880,741,504,68,48,31
10453,Marc Cardona,FW,Osasuna,La Liga,24,1995,7.8,270,4,16,145,125,31,250,10,17,58.8,11,0,186,1350,797,364,201,55.2,22,21
10454,Diego Carlos,DF,Sevilla,La Liga,26,1993,34.8,2226,392,1276,970,54,28,2166,8,9,88.9,8,0,1402,5630,2157,1501,1479,98.5,4,4
10455,Lionel Carole,DF,Strasbourg,Ligue 1,28,1991,14.1,918,40,271,499,230,11,800,16,24,66.7,16,0,595,3749,2245,640,595,93,12,10
10456,Yannick Carrasco,MFFW,Atlético Madrid,La Liga,25,1993,7,353,4,56,152,172,27,324,18,33,54.5,20,1,259,1912,1236,319,226,70.8,17,30
10457,Daniel Carriço,DF,Sevilla,La Liga,30,1988,9.4,617,85,313,301,30,9,598,3,3,100,3,0,432,2177,1094,451,448,99.3,3,0
10458,Guido Carrillo,FW,Leganés,La Liga,28,1991,13.5,492,15,26,248,226,61,484,5,8,62.5,5,0,193,832,224,593,354,59.7,42,11
10459,Andy Carroll,FW,Newcastle Utd,Premier League,30,1989,7,320,26,44,148,137,31,315,5,8,62.5,6,1,156,669,218,404,232,57.4,28,19
10460,Dani Carvajal,DF,Real Madrid,La Liga,27,1992,30.4,2739,111,758,1279,868,75,2428,30,57,52.6,32,2,1706,8696,5122,1976,1865,94.4,28,27
10461,Matis Carvalho,GK,Montpellier,Ligue 1,20,1999,0.8,31,30,31,0,0,0,18,0,0,,0,0,11,90,30,7,7,100,0,0
10462,William Carvalho,MF,Betis,La Liga,27,1992,9.9,702,26,156,486,113,6,686,15,17,88.2,15,1,506,2355,1170,579,551,95.2,7,7
10463,Casemiro,MF,Real Madrid,La Liga,27,1992,34.3,2615,141,694,1662,371,38,2571,23,33,69.7,23,1,1530,6120,3365,1829,1734,94.8,14,24
10464,Moreto Cassamã,MF,Reims,Ligue 1,21,1998,6.6,570,16,164,357,84,1,538,15,18,83.3,16,1,454,2197,931,430,422,98.1,6,7
10465,Francesco Cassata,MF,Genoa,Serie A,22,1997,16.2,822,30,207,408,265,22,798,20,40,50,23,2,618,3745,2094,676,581,85.9,17,26
10466,Timothy Castagne,DF,Atalanta,Serie A,23,1995,19.7,1322,43,282,608,516,53,1181,14,25,56,16,1,849,4145,2181,994,881,88.6,19,9
10467,Koen Casteels,GK,Wolfsburg,Bundesliga,27,1992,26,1037,841,1031,8,0,0,805,1,1,100,1,0,583,2920,1397,529,525,99.2,0,0
10468,Jean-Charles Castelletto,DF,Brest,Ligue 1,24,1995,20.4,1192,192,744,493,26,8,1172,8,8,100,8,0,760,4360,2187,763,744,97.5,4,6
10469,Samu Castillejo,FWMF,Milan,Serie A,24,1995,13.4,755,11,93,331,401,66,709,24,45,53.3,24,1,551,4239,2346,660,508,77,22,27
10470,Jonny Castro,DF,Wolves,Premier League,25,1994,32.1,1866,76,471,823,678,70,1562,30,76,39.5,40,2,1085,6775,4341,1199,1042,86.9,41,50
10471,Lucas Castro,MF,SPAL,Serie A,30,1989,4.7,278,4,37,158,96,12,276,6,11,54.5,6,1,195,883,417,246,220,89.4,10,8
10472,Lucas Castro,MF,Cagliari,Serie A,30,1989,6.7,388,18,78,193,143,17,380,15,20,75,16,4,277,1357,753,328,269,82,13,10
10473,Gaetano Castrovilli,MF,Fiorentina,Serie A,22,1997,29.7,1609,45,297,829,660,125,1573,94,135,69.6,99,0,1312,10932,6630,1319,1112,84.3,66,71
10474,Danilo Cataldi,MF,Lazio,Serie A,24,1994,6.6,510,23,134,285,134,6,461,4,6,66.7,4,0,340,2340,1305,354,333,94.1,4,3
10475,Craig Cathcart,DF,Watford,Premier League,30,1989,27.6,1157,160,635,537,24,11,1135,4,6,66.7,4,0,607,2637,1065,600,584,97.3,3,5
10476,Edinson Cavani,FW,Paris S-G,Ligue 1,32,1987,6.7,205,3,17,68,126,54,192,6,7,85.7,6,1,109,412,178,239,148,61.9,12,6
10477,Santi Cazorla,MF,Villarreal,La Liga,34,1984,27.2,2006,31,265,1183,671,46,1830,53,72,73.6,54,3,1460,7425,3583,1702,1508,88.6,46,35
10478,Dani Ceballos,MF,Arsenal,Premier League,22,1996,18.8,1492,56,347,885,399,21,1397,29,41,70.7,31,4,1083,7460,4011,1134,1074,94.7,12,25
10479,Federico Ceccherini,DF,Fiorentina,Serie A,27,1992,9.3,499,64,266,250,21,7,476,4,6,66.7,4,0,292,1940,962,288,285,99,3,2
10480,Christian Celesia,DF,Torino,Serie A,17,2002,0,1,0,0,0,1,1,1,0,0,,0,0,1,0,0,1,1,100,0,0
10481,Zeki Çelik,DF,Lille,Ligue 1,22,1997,23,1613,55,351,893,479,34,1347,19,42,45.2,22,1,966,5744,3415,1024,923,90.1,22,23
10482,Fabien Centonze,DF,Metz,Ligue 1,23,1996,28,1695,115,659,788,370,23,1435,28,49,57.1,31,0,910,7226,4456,910,825,90.7,22,22
10483,Luca Ceppitelli,DF,Cagliari,Serie A,29,1989,13.8,670,147,408,261,39,9,649,0,2,0,0,0,360,1920,995,379,374,98.7,3,3
10484,Alberto Cerri,FW,SPAL,Serie A,23,1996,4.7,189,4,10,102,90,27,181,9,12,75,9,0,131,768,370,246,161,65.4,6,13
10485,Alberto Cerri,FW,Cagliari,Serie A,23,1996,2.7,135,3,10,70,60,14,128,3,3,100,3,0,70,306,78,161,107,66.5,7,4
10486,Julian Chabot,DF,Sampdoria,Serie A,21,1998,6.3,314,53,174,150,8,3,302,4,4,100,4,0,170,865,307,173,170,98.3,3,1
10487,Florian Chabrolle,MF,Marseille,Ligue 1,21,1998,0.2,19,0,1,13,6,0,19,0,1,0,0,0,17,110,72,21,16,76.2,2,0
10488,Fouad Chafik,DF,Dijon,Ligue 1,32,1986,17,1077,45,372,573,206,4,907,17,31,54.8,17,2,648,4308,2656,659,603,91.5,7,7
10489,Sofian Chakla,DF,Villarreal,La Liga,25,1993,2,107,22,71,39,2,1,98,0,0,,0,0,62,235,124,66,65,98.5,0,0
10490,Nathaniel Chalobah,MF,Watford,Premier League,24,1994,10.3,488,27,112,281,117,9,465,6,14,42.9,6,3,266,1119,518,297,246,82.8,7,12
10491,Calum Chambers,DF,Arsenal,Premier League,24,1995,12.2,1028,130,458,428,188,26,936,13,18,72.2,13,1,681,2956,1638,715,678,94.8,7,11
10492,Jhon Chancellor,DF,Brescia,Serie A,27,1992,24.9,1171,304,787,415,31,23,1144,8,9,88.9,8,1,593,3713,1605,672,644,95.8,5,4
10493,Timothy Chandler,DFMF,Eint Frankfurt,Bundesliga,29,1990,13.6,589,32,131,247,241,34,524,4,10,40,5,0,309,1837,911,499,355,71.1,13,8
10494,Kwon Chang-hoon,MFFW,Freiburg,Bundesliga,25,1994,7.5,386,16,67,183,170,29,384,10,17,58.8,10,1,288,1973,942,361,270,74.8,19,12
10495,Gaëtan Charbonnier,FWMF,Brest,Ligue 1,30,1988,22.9,1140,36,116,563,513,83,1076,25,48,52.1,28,1,791,3271,1551,1233,850,68.9,70,50
10496,Brendan Chardonnet,DF,Brest,Ligue 1,24,1994,9.1,648,103,394,288,16,2,636,3,3,100,3,0,413,2508,1406,445,440,98.9,0,0
10497,Charles,FW,Eibar,La Liga,35,1984,14.5,475,6,25,246,219,51,439,4,6,66.7,4,0,217,735,297,670,326,48.7,34,17
10498,Xavier Chavalerin,MF,Reims,Ligue 1,28,1991,23.9,1344,49,356,727,317,20,1219,20,29,69,21,0,793,3728,1673,881,807,91.6,23,13
10499,Pablo Chavarría,FWMF,Mallorca,La Liga,31,1988,2.3,95,3,6,38,57,17,94,0,0,,0,0,48,406,246,129,75,58.1,11,4
10500,Aurélien Chedjou,DF,Amiens,Ligue 1,34,1985,21.9,1277,196,709,629,31,11,1237,13,15,86.7,14,0,727,4287,2478,705,693,98.3,5,5
10501,Pape Cheikh Diop,MF,Celta Vigo,La Liga,21,1997,6.7,322,11,71,214,70,7,315,6,8,75,6,0,235,1626,871,268,228,85.1,9,9
10502,Chema,DF,Getafe,La Liga,27,1992,3.4,155,14,69,86,8,5,146,1,1,100,1,0,66,347,179,65,63,96.9,2,2
10503,Rayan Cherki,MFFW,Lyon,Ligue 1,15,2003,1.6,87,0,11,45,41,4,83,6,9,66.7,6,0,71,494,276,87,64,73.6,2,10
10504,Denis Cheryshev,MFFW,Valencia,La Liga,28,1990,10.3,480,12,83,212,217,49,469,13,28,46.4,15,2,351,2139,1183,446,334,74.9,19,13
10505,Giorgio Chiellini,DF,Juventus,Serie A,34,1984,2.2,126,18,57,72,4,2,125,0,0,,0,0,71,433,325,90,88,97.8,2,0
10506,Federico Chiesa,FWDF,Fiorentina,Serie A,21,1997,29.3,1225,12,147,494,686,173,1164,60,93,64.5,64,5,940,7306,4823,1265,871,68.9,53,58
10507,Ben Chilwell,DF,Leicester City,Premier League,22,1996,26.4,2310,78,631,1151,728,56,2015,23,46,50,25,0,1500,10254,6222,1634,1524,93.3,35,37
10508,Vlad Chiricheș,DF,Sassuolo,Serie A,29,1989,7.9,574,98,303,304,11,4,561,2,2,100,2,0,399,2167,1271,411,402,97.8,3,5
10509,Tahith Chong,FWMF,Manchester Utd,Premier League,19,1999,0.4,20,1,2,9,10,2,20,1,3,33.3,1,0,20,112,57,23,17,73.9,2,0
10510,Joris Chotard,MF,Montpellier,Ligue 1,17,2001,13.9,692,23,171,466,96,4,674,11,21,52.4,11,1,460,2362,1221,458,411,89.7,17,7
10511,Hamza Choudhury,MF,Leicester City,Premier League,21,1997,9.9,609,29,163,365,107,11,599,7,13,53.8,7,0,400,1570,648,429,403,93.9,5,9
10512,Mounir Chouiar,MFFW,Dijon,Ligue 1,20,1999,16.7,882,16,130,426,402,61,768,75,112,67,79,1,663,5297,3211,687,553,80.5,36,54
10513,Andreas Christensen,DF,Chelsea,Premier League,23,1996,19.5,1449,169,747,746,44,12,1417,2,2,100,2,0,1024,6115,3330,1068,1056,98.9,3,2
10514,Samuel Chukwueze,MFFW,Villarreal,La Liga,20,1999,22.4,1066,14,119,526,525,124,1053,60,99,60.6,62,3,874,7219,4990,1106,823,74.4,71,47
10515,Darko Churlinov,FW,Köln,Bundesliga,19,2000,0.2,16,0,1,6,10,3,16,0,2,0,0,0,12,37,5,13,11,84.6,1,0
10516,Churripi,GK,Valladolid,La Liga,25,1994,2.7,108,94,108,0,0,0,71,0,0,,0,0,50,416,268,34,33,97.1,0,0
10517,Luca Cigarini,MF,Cagliari,Serie A,33,1986,17.8,1392,63,406,808,272,6,1235,10,12,83.3,11,0,846,3627,1968,941,892,94.8,11,14
10518,Per Ciljan Skjelbred,MF,Hertha BSC,Bundesliga,32,1987,18.1,853,35,280,529,108,4,830,9,12,75,9,0,544,3421,1957,560,520,92.9,11,8
10519,Jasper Cillessen,GK,Valencia,La Liga,30,1989,23.3,806,748,803,4,0,0,547,0,0,,0,0,357,1662,1117,290,288,99.3,0,0
10520,Thiago Cionek,DF,SPAL,Serie A,33,1986,24.1,1643,153,637,766,347,17,1418,9,14,64.3,9,0,948,5015,2867,967,936,96.8,12,18
10521,Ibrahim Cissé,DF,Angers,Ligue 1,23,1996,0.7,69,1,24,31,16,0,54,3,4,75,3,0,37,188,104,43,40,93,2,0
10522,Ibrahim Cissé,DFFW,Nice,Ligue 1,20,1999,0.6,53,8,33,22,2,1,51,0,0,,0,0,37,286,222,39,39,100,0,0
10523,Andrea Cistana,DF,Brescia,Serie A,22,1997,20.4,1049,231,634,443,49,13,1009,4,6,66.7,4,0,569,4093,2339,608,593,97.5,5,2
10524,Ciaran Clark,DF,Newcastle Utd,Premier League,29,1989,13.2,495,107,296,185,33,9,471,5,7,71.4,5,1,215,1071,392,223,207,92.8,4,2
10525,Leon Clarke,FWMF,Sheffield Utd,Premier League,34,1985,0.4,11,2,4,2,5,2,11,0,0,,0,0,1,5,4,14,8,57.1,0,0
10526,Alexis Claude-Maurice,MFFW,Nice,Ligue 1,21,1998,18.1,882,14,139,480,373,66,856,47,72,65.3,51,1,734,5387,3547,804,668,83.1,57,52
10527,Christian Clemens,MFFW,Köln,Bundesliga,27,1991,0.2,5,0,2,2,1,0,4,0,0,,0,0,0,0,0,2,1,50,0,0
10528,Óscar Clemente,MF,Atlético Madrid,La Liga,20,1999,0,4,0,1,1,2,0,4,0,0,,0,0,3,18,15,5,3,60,1,0
10529,Yannis Clementia,GK,Nice,Ligue 1,22,1997,2,61,58,61,0,0,0,39,0,0,,0,0,28,159,85,16,16,100,0,0
10530,Denilho Cleonise,FW,Genoa,Serie A,17,2001,0.5,11,0,3,6,3,1,11,0,0,,0,0,11,50,31,18,8,44.4,0,2
10531,Carlos Clerc,DF,Levante,La Liga,27,1992,20.5,1188,84,446,559,263,14,993,25,39,64.1,26,2,645,4371,2554,700,637,91,20,9
10532,Tom Cleverley,MF,Watford,Premier League,29,1989,10.8,583,22,108,287,214,25,555,4,6,66.7,4,0,374,1359,588,449,374,83.3,8,6
10533,Conor Coady,DF,Wolves,Premier League,26,1993,38,2046,359,1366,787,1,0,2012,6,6,100,6,0,1324,6932,3163,1357,1352,99.6,3,2
10534,Marcus Coco,FW,Nantes,Ligue 1,23,1996,0.2,3,0,1,2,0,0,3,0,0,,0,0,2,11,8,4,1,25,0,0
10535,Renaud Cohade,MF,Metz,Ligue 1,34,1984,8.5,674,8,107,458,169,10,635,4,9,44.4,5,0,498,2933,1531,543,487,89.7,10,15
10536,Coke,DF,Levante,La Liga,32,1987,11,697,49,251,307,186,24,592,15,27,55.6,17,0,408,2250,1234,440,397,90.2,15,6
10537,Séamus Coleman,DF,Everton,Premier League,30,1988,20.4,1307,87,434,633,329,30,1089,38,62,61.3,44,6,783,5028,2805,782,691,88.4,24,17
10538,Álex Collado,DF,Barcelona,La Liga,20,1999,0.1,10,0,0,4,6,1,10,0,0,,0,0,8,42,21,9,9,100,0,0
10539,Ebrima Colley,FW,Atalanta,Serie A,19,2000,0.9,68,0,8,23,43,12,68,4,5,80,4,0,57,421,223,62,49,79,4,5
10540,Omar Colley,DF,Sampdoria,Serie A,26,1992,30.8,1706,267,893,834,89,33,1664,6,6,100,6,0,928,5675,3038,959,940,98,6,4
10541,Jamilu Collins,DF,Paderborn 07,Bundesliga,24,1994,29.6,2194,129,909,1075,402,16,1864,45,79,57,47,6,1292,9170,5713,1246,1177,94.5,27,30
10542,Simone Colombi,GK,Parma,Serie A,28,1991,4,113,105,113,0,0,0,66,0,0,,0,0,39,101,53,32,31,96.9,0,0
10543,Lorenzo Colombo,FW,Milan,Serie A,17,2002,0.1,4,0,0,2,2,1,3,0,0,,0,0,2,6,5,3,3,100,2,0
10544,Racine Coly,DF,Nice,Ligue 1,23,1995,7.2,628,31,234,350,87,10,540,7,13,53.8,7,0,404,2119,1182,421,408,96.9,8,8
10545,Kingsley Coman,FWMF,Bayern Munich,Bundesliga,23,1996,16.7,1035,2,68,388,662,144,1030,60,101,59.4,65,2,899,6283,3982,1057,844,79.8,33,44
10546,Daniel Congré,DF,Montpellier,Ligue 1,34,1985,21.6,1106,84,507,610,75,8,1069,4,7,57.1,4,0,628,3503,2173,660,645,97.7,6,3
10547,Aaron Connolly,FW,Brighton,Premier League,19,2000,14,349,2,21,149,199,61,334,6,16,37.5,6,1,228,1713,947,535,235,43.9,42,34
10548,Andrea Consigli,GK,Sassuolo,Serie A,32,1987,31,1084,911,1080,8,1,0,797,2,3,66.7,2,0,569,3104,1869,487,487,100,0,0
10549,Andrea Conti,DF,Milan,Serie A,25,1994,19.2,1236,75,406,685,224,15,1067,9,11,81.8,10,0,743,4104,2349,763,740,97,9,9
10550,Lewis Cook,MF,Bournemouth,Premier League,22,1997,15,862,41,217,462,235,13,844,35,43,81.4,36,5,635,3350,1481,654,590,90.2,19,28
10551,Steve Cook,DF,Bournemouth,Premier League,28,1991,27,1559,262,944,619,69,26,1500,4,4,100,4,0,823,4498,2125,923,891,96.5,6,4
10552,Francis Coquelin,MF,Valencia,La Liga,28,1991,21.2,1184,68,347,734,167,19,1162,21,29,72.4,21,0,843,3737,1723,859,810,94.3,19,23
10553,Gabriele Corbo,DF,Bologna,Serie A,19,2000,1.4,74,13,46,28,1,0,73,0,0,,0,0,48,219,129,48,47,97.9,0,0
10554,Sébastien Corchia,DF,Espanyol,La Liga,28,1990,3,233,8,47,95,100,4,198,6,10,60,6,0,155,733,438,175,159,90.9,3,6
10555,Iñigo Córdoba,FW,Athletic Club,La Liga,22,1997,16,652,12,138,271,282,37,645,17,32,53.1,18,0,437,2334,1275,605,442,73.1,34,20
10556,Jhon Córdoba,FW,Köln,Bundesliga,26,1993,22.2,738,21,34,380,362,126,693,26,48,54.2,27,0,485,2863,1109,1059,521,49.2,86,40
10557,Sergio Córdova,FWMF,Augsburg,Bundesliga,21,1997,4.1,122,4,12,69,51,14,117,3,5,60,3,0,81,503,313,158,81,51.3,12,8
10558,Benjamin Corgnet,MF,Strasbourg,Ligue 1,32,1987,2.9,105,2,10,58,41,8,99,1,5,20,2,1,55,310,182,111,76,68.5,4,2
10559,Jack Cork,MF,Burnley,Premier League,30,1989,29,1229,64,221,793,284,30,1222,26,35,74.3,26,1,746,3866,1602,788,670,85,25,44
10560,Andreas Cornelius,FW,Parma,Serie A,26,1993,16.6,648,28,71,322,292,89,629,18,31,58.1,20,1,384,2256,883,833,487,58.5,60,38
10561,Maxwel Cornet,FWDF,Lyon,Ligue 1,22,1996,14.8,890,22,176,382,402,39,800,22,33,66.7,23,0,587,3895,2462,721,570,79.1,25,26
10562,Quentin Cornette,FWMF,Amiens,Ligue 1,25,1994,3.9,220,0,39,83,125,8,202,9,21,42.9,11,1,146,1211,912,198,144,72.7,16,13
10563,Ángel Correa,MFFW,Atlético Madrid,La Liga,24,1995,22.9,942,29,133,384,488,139,930,41,74,55.4,46,2,696,3619,2197,917,666,72.6,79,61
10564,Joaquín Correa,FWMF,Lazio,Serie A,24,1994,22.2,989,11,48,411,621,167,957,52,82,63.4,60,4,813,5949,3842,1129,808,71.6,52,40
10565,Rober Correa,DF,Eibar,La Liga,26,1992,10.3,628,39,155,327,185,8,493,5,7,71.4,5,0,283,1670,778,310,271,87.4,10,6
10566,Thierry Correia,DF,Valencia,La Liga,20,1999,2.9,172,12,61,96,24,0,141,1,2,50,1,0,88,448,286,101,92,91.1,4,1
10567,Antonio Cortés,FWMF,Granada,La Liga,19,2000,2,68,0,8,28,37,6,67,4,9,44.4,4,0,53,344,165,86,48,55.8,7,5
10568,Angelo da Costa Júnior,GK,Bologna,Serie A,35,1983,1,28,20,27,1,0,0,21,0,0,,0,0,19,60,31,15,15,100,0,0
10569,Danny da Costa,DFMF,Eint Frankfurt,Bundesliga,26,1993,15.4,806,28,153,317,373,45,697,23,40,57.5,25,0,469,2688,1299,582,457,78.5,12,15
10570,Diego Costa,FW,Atlético Madrid,La Liga,30,1988,15,533,16,43,262,250,72,517,15,27,55.6,16,1,338,1766,734,749,411,54.9,41,21
10571,Douglas Costa,FWMF,Juventus,Serie A,28,1990,8.9,613,6,61,301,315,43,584,37,59,62.7,40,3,510,3989,2429,572,503,87.9,26,22
10572,Jaume Costa,DF,Valencia,La Liga,31,1988,15.4,981,69,316,487,241,17,858,12,19,63.2,12,1,594,3065,1724,666,614,92.2,9,6
10573,Nuno da Costa,FWMF,Strasbourg,Ligue 1,28,1991,5.9,255,4,17,113,136,37,253,18,28,64.3,21,2,181,857,326,292,184,63,19,15
10574,David Costas,DF,Celta Vigo,La Liga,24,1995,3.8,240,29,128,119,6,2,233,0,0,,0,0,162,908,456,158,153,96.8,1,1
10575,Benoît Costil,GK,Bordeaux,Ligue 1,32,1987,28,947,820,938,9,0,0,634,2,2,100,2,0,435,1918,914,388,388,100,0,0
10576,Kalifa Coulibaly,FW,Nantes,Ligue 1,27,1991,18,597,36,45,229,341,104,586,14,39,35.9,15,1,314,1646,848,859,458,53.3,66,43
10577,Senou Coulibaly,DF,Dijon,Ligue 1,24,1994,7.4,484,81,303,193,7,5,473,0,0,,0,0,289,1592,871,320,314,98.1,1,3
10578,Yoann Court,FWMF,Brest,Ligue 1,29,1990,16.3,770,17,131,366,325,39,726,15,27,55.6,16,1,493,2865,1750,685,510,74.5,23,31
10579,Thibaut Courtois,GK,Real Madrid,La Liga,27,1992,34,1153,1059,1150,3,1,1,869,0,0,,0,0,628,3238,1408,575,572,99.5,0,0
10580,Philippe Coutinho,MFFW,Bayern Munich,Bundesliga,27,1992,15.7,1071,2,76,556,515,81,1012,45,69,65.2,49,5,860,4940,2766,1045,856,81.9,22,33
10581,Nicolas Cozza,DF,Montpellier,Ligue 1,20,1999,6.2,288,26,178,132,11,5,280,2,4,50,3,0,193,1309,593,195,187,95.9,1,0
10582,Alessio Cragno,GK,Cagliari,Serie A,25,1994,16,528,481,526,3,0,0,317,0,0,,0,0,169,1117,754,145,144,99.3,0,0
10583,Aaron Cresswell,DF,West Ham,Premier League,29,1989,30.3,1971,108,550,944,562,26,1581,16,38,42.1,19,2,1076,4672,2310,1139,1047,91.9,9,13
10584,Domenico Criscito,DF,Genoa,Serie A,32,1986,22.8,1522,119,581,695,327,21,1309,9,11,81.8,10,2,812,4045,2458,886,851,96,11,5
10585,Bryan Cristante,MF,Roma,Serie A,24,1995,18,1229,44,294,803,227,21,1201,14,17,82.4,14,0,854,5739,3080,985,935,94.9,11,16
10586,Sebastián Cristóforo,MF,Fiorentina,Serie A,25,1993,1,62,3,21,23,18,0,53,0,0,,0,0,34,95,42,33,31,93.9,1,1
10587,Sebastián Cristóforo,MF,Eibar,La Liga,25,1993,9.7,469,11,80,260,153,8,458,10,17,58.8,11,0,287,1125,516,323,259,80.2,11,20
10588,Juan Cuadrado,DF,Juventus,Serie A,31,1988,29.5,2672,70,651,1449,812,54,2445,51,80,63.8,55,0,1880,10524,7354,2102,1970,93.7,22,30
10589,Cucho,FWMF,Mallorca,La Liga,20,1999,16.5,690,22,105,331,310,65,679,33,51,64.7,34,1,502,3500,2006,757,524,69.2,44,41
10590,Marc Cucurella,MFDF,Getafe,La Liga,21,1998,36,1819,41,296,828,813,65,1643,24,48,50,29,2,1059,5590,3317,1350,1009,74.7,65,43
10591,Iván Cuéllar,GK,Leganés,La Liga,35,1984,27,905,734,884,20,1,0,561,0,0,,0,0,349,2849,1552,229,228,99.6,0,0
10592,Jaume Cuéllar,FWMF,SPAL,Serie A,17,2001,0.8,24,0,0,13,12,1,23,2,2,100,2,0,15,94,41,30,20,66.7,2,1
10593,Mickaël Cuisance,MFFW,Bayern Munich,Bundesliga,19,1999,3.4,231,3,29,116,103,10,212,11,18,61.1,12,1,175,1008,579,200,181,90.5,3,4
10594,Matheus Cunha,FWMF,Hertha BSC,Bundesliga,20,1999,8.3,315,6,41,173,139,25,308,34,43,79.1,36,0,266,2230,1419,303,204,67.3,17,24
10595,Matheus Cunha,FWMF,RB Leipzig,Bundesliga,20,1999,3.1,156,2,5,71,88,21,154,7,11,63.6,7,0,122,768,434,176,110,62.5,12,9
10596,Felipe Curcio,DF,Brescia,Serie A,26,1993,0.1,12,0,3,7,4,1,11,0,0,,0,0,10,113,102,9,9,100,0,0
10597,Patrick Cutrone,FW,Fiorentina,Serie A,21,1998,9.3,275,10,30,116,143,46,271,7,13,53.8,7,0,181,1112,496,417,204,48.9,33,11
10598,Patrick Cutrone,FW,Wolves,Premier League,21,1998,3.3,105,1,10,51,49,17,98,5,9,55.6,6,0,70,477,231,173,60,34.7,10,9
10599,Wylan Cyprien,MF,Nice,Ligue 1,24,1995,19.7,1525,48,357,946,328,19,1365,11,19,57.9,12,0,1032,4792,2842,1199,1123,93.7,15,22
10600,Rafael Czichos,DF,Köln,Bundesliga,29,1990,24.5,1472,251,862,666,54,12,1409,5,7,71.4,5,0,832,5756,3198,866,843,97.3,6,7
10601,Lennart-Marten Czyborra,DF,Atalanta,Serie A,20,1999,0.2,13,0,1,8,5,0,12,0,0,,0,0,9,32,14,15,10,66.7,0,1
10602,Marco D'Alessandro,MFDF,SPAL,Serie A,28,1991,8.7,352,9,69,145,177,25,343,18,27,66.7,18,3,262,2622,1710,300,254,84.7,16,7
10603,Danilo D'Ambrosio,DF,Inter,Serie A,30,1988,15.6,1039,67,348,546,203,26,943,12,20,60,12,0,676,2992,1764,775,714,92.1,11,7
10604,Felice D'Amico,MF,Sampdoria,Serie A,18,2000,0,10,0,2,3,5,1,8,0,0,,0,0,5,39,9,6,5,83.3,1,1
10605,Lucas Da Cunha,MF,Rennes,Ligue 1,18,2001,0.8,29,0,3,13,15,3,28,1,2,50,1,0,21,167,70,27,19,70.4,1,0
