player_id,player,position,team,league,age,year_of_birth,mins_90s,touches,touches_def_pen,touches_def_third,touches_mid_third,touches_att_third,touches_att_pen,touches_live,touches_success,dribbles_att,dribbles_percent,dribbles_player_count,dribbles_megs,dribbles_carries,carries_total_dist,carries_prog_dist,pass_targets,pass_receptions,pass_reception_percent,miscontrols,dispossessed
11299,Kouadio Koné,MF,Toulouse,Ligue 1,18,2001,16.4,878,82,489,432,36,17,848,6,7,85.7,6,0,566,4365,2133,572,556,97.2,4,3
11300,Lamine Koné,DF,Strasbourg,Ligue 1,30,1989,1.6,43,0,6,19,24,13,42,1,2,50,1,0,27,201,124,67,29,43.3,4,0
11301,Moussa Koné,FW,Nîmes,Ligue 1,22,1996,9.1,730,27,207,431,140,1,648,17,26,65.4,19,1,529,2636,1617,529,512,96.8,9,4
11302,Youssouf Koné,DF,Lyon,Ligue 1,24,1995,22.7,1067,122,509,503,106,19,969,7,11,63.6,7,0,557,2578,1385,610,577,94.6,5,6
11303,Ezri Konsa,DF,Aston Villa,Premier League,21,1997,1.3,57,0,4,31,26,7,56,1,1,100,1,0,39,212,89,65,44,67.7,5,5
11304,Pascal Köpke,FW,Hertha BSC,Bundesliga,23,1995,24.3,1605,254,976,702,28,8,1559,1,2,50,1,0,1039,6639,3051,1104,1091,98.8,4,6
11305,Laurent Koscielny,DF,Bordeaux,Ligue 1,33,1985,32.9,2063,25,312,924,1015,115,1744,86,141,61,88,6,1404,11111,7081,1518,1238,81.6,63,62
11306,Filip Kostić,DFMF,Eint Frankfurt,Bundesliga,26,1992,3.3,168,3,12,100,69,21,163,10,18,55.6,10,0,123,706,413,213,128,60.1,15,12
11307,Christian Kouamé,FW,Fiorentina,Serie A,21,1997,10.2,381,13,36,176,192,60,368,10,22,45.5,11,0,264,1530,717,480,276,57.5,36,21
11308,Christian Kouamé,FW,Genoa,Serie A,21,1997,5,368,23,129,240,22,3,364,2,2,100,2,0,279,1297,706,302,295,97.7,3,3
11309,Nianzou Kouassi,DFMF,Paris S-G,Ligue 1,17,2002,24,940,831,936,4,1,0,666,1,1,100,1,0,460,2654,1250,372,370,99.5,1,0
11310,Tomáš Koubek,GK,Augsburg,Bundesliga,26,1992,23.4,1884,244,808,1132,76,23,1820,12,18,66.7,12,1,1289,7728,4635,1386,1362,98.3,5,8
11311,Kalidou Koulibaly,DF,Napoli,Serie A,28,1991,17.1,670,19,65,333,296,68,638,10,19,52.6,10,0,418,1821,763,829,505,60.9,41,25
11312,Efthimis Koulouris,FW,Toulouse,Ligue 1,23,1996,25.7,1745,201,869,869,109,38,1672,18,22,81.8,20,0,1083,6119,3097,1226,1200,97.9,7,11
11313,Jules Koundé,DF,Sevilla,La Liga,20,1998,1,67,7,37,22,11,0,50,0,0,,0,0,24,78,31,29,27,93.1,0,1
11314,Leonardo Koutris,DF,Mallorca,La Liga,24,1995,28.1,1210,84,397,622,251,54,1194,18,35,51.4,20,1,679,3473,1658,861,684,79.4,38,22
11315,Cheikhou Kouyaté,MFDF,Crystal Palace,Premier League,29,1989,23,2085,38,404,1362,473,21,2048,59,77,76.6,60,1,1693,9797,4925,1729,1646,95.2,21,24
11316,Mateo Kovačić,MF,Chelsea,Premier League,25,1994,12.1,497,8,76,239,227,56,479,32,59,54.2,33,1,347,2530,1465,532,323,60.7,29,28
11317,Dawid Kownacki,FWMF,Düsseldorf,Bundesliga,22,1997,2.6,114,2,24,57,36,2,96,2,5,40,2,0,63,358,140,81,59,72.8,3,4
11318,İsmail Köybaşı,DFFW,Granada,La Liga,30,1989,4,136,122,136,0,0,0,94,0,0,,0,0,69,514,267,59,58,98.3,0,0
11319,Thomas Kraft,GK,Hertha BSC,Bundesliga,31,1988,11.3,540,55,247,217,109,15,465,6,6,100,6,1,292,1394,807,311,286,92,7,3
11320,Emil Krafth,DF,Newcastle Utd,Premier League,24,1994,15.8,719,15,91,379,312,77,681,26,36,72.2,26,0,539,3993,2129,766,562,73.4,26,34
11321,Andrej Kramarić,FWMF,Hoffenheim,Bundesliga,28,1991,16.3,1098,38,299,674,184,13,1066,17,20,85,17,1,704,3200,1517,791,730,92.3,11,11
11322,Christoph Kramer,MF,M'Gladbach,Bundesliga,28,1991,0,7,0,3,4,0,0,7,0,0,,0,0,3,1,0,4,4,100,0,0
11323,Tom Krauß,MF,RB Leipzig,Bundesliga,18,2001,11.7,744,33,235,365,197,16,637,8,12,66.7,8,1,463,2916,1749,536,486,90.7,6,10
11324,Ladislav Krejčí,DF,Bologna,Serie A,27,1992,3.6,195,28,106,88,10,2,192,0,0,,0,0,98,464,135,108,101,93.5,2,1
11325,Rene Krhin,DFMF,Nantes,Ligue 1,29,1990,4.2,220,16,67,128,33,2,211,0,0,,0,0,96,382,135,126,113,89.7,2,1
11326,Felix Kroos,MF,Union Berlin,Bundesliga,28,1991,29.5,2736,33,416,1698,785,44,2477,22,27,81.5,23,0,1892,9037,4715,2259,2132,94.4,15,14
11327,Toni Kroos,MF,Real Madrid,La Liga,29,1990,36,1658,1397,1635,28,0,0,1221,0,1,0,0,0,772,3616,1958,840,834,99.3,0,0
11328,Tim Krul,GK,Norwich City,Premier League,31,1988,6,307,3,59,153,113,14,304,8,13,61.5,9,0,203,1100,564,244,209,85.7,8,11
11329,Rade Krunić,MF,Milan,Serie A,25,1993,2.3,110,10,49,53,14,2,101,5,5,100,5,1,66,510,290,75,69,92,0,0
11330,Lukas Kübler,DF,Freiburg,Bundesliga,26,1992,25.7,1161,15,156,492,617,103,1119,72,120,60,81,2,951,7666,5011,1060,841,79.3,61,75
11331,Takefusa Kubo,MFFW,Mallorca,La Liga,18,2001,21.5,1049,65,225,546,337,57,1030,42,62,67.7,43,11,639,3493,1810,891,687,77.1,57,25
11332,Juraj Kucka,MFFW,Parma,Serie A,32,1987,32.6,1646,31,236,810,793,182,1583,84,150,56,87,5,1321,11887,7331,1588,1168,73.6,104,89
11333,Dejan Kulusevski,FWMF,Parma,Serie A,19,2000,21.7,1166,153,575,602,62,15,1138,4,6,66.7,4,0,697,3467,1784,733,706,96.3,4,3
11334,Marash Kumbulla,DF,Hellas Verona,Serie A,19,2000,20.7,1276,79,350,813,218,18,1197,42,53,79.2,45,1,871,5697,3115,806,751,93.2,20,18
11335,Pierre Kunde,MF,Mainz 05,Bundesliga,24,1995,15.7,880,34,149,472,346,32,847,27,39,69.2,29,2,631,4782,2906,775,661,85.3,15,28
11336,Jasmin Kurtić,MF,SPAL,Serie A,30,1989,18.5,971,43,226,538,291,19,933,6,10,60,6,0,639,4488,2480,758,684,90.2,16,9
11337,Jasmin Kurtić,MFFW,Parma,Serie A,30,1989,9.5,798,28,206,390,248,29,727,11,17,64.7,11,0,525,2099,1164,570,544,95.4,8,19
11338,Layvin Kurzawa,DF,Paris S-G,Ligue 1,26,1992,5.9,227,1,30,99,119,21,226,14,26,53.8,15,0,183,1595,974,231,162,70.1,16,13
11339,Dereck Kutesa,FWMF,Reims,Ligue 1,21,1997,7.5,286,5,28,141,141,21,278,21,33,63.6,22,1,213,1423,805,327,201,61.5,24,25
11340,Ahmed Kutucu,FWMF,Schalke 04,Bundesliga,19,2000,10.9,756,48,230,418,149,4,659,9,14,64.3,10,0,430,1964,1171,483,437,90.5,9,9
11341,Enock Kwateng,DF,Bordeaux,Ligue 1,22,1997,2.1,51,1,4,25,26,6,48,1,2,50,1,0,38,225,107,86,42,48.8,6,4
11342,Antonino La Gumina,FW,Sampdoria,Serie A,23,1996,6.1,184,13,23,91,76,32,182,3,4,75,3,0,99,359,120,234,136,58.1,9,3
11343,Andrea La Mantia,FW,Lecce,Serie A,28,1991,24.9,1003,33,90,454,543,124,991,27,73,37,31,2,649,4477,2889,1257,751,59.7,83,44
11344,Gaëtan Laborde,FW,Montpellier,Ligue 1,25,1994,20.8,786,22,97,367,360,115,742,25,46,54.3,27,3,543,2668,1260,906,555,61.3,60,43
11345,Alexandre Lacazette,FW,Arsenal,Premier League,28,1991,1.4,83,4,23,56,8,0,77,0,0,,0,0,53,291,157,59,58,98.3,0,0
11346,Riccardo Ladinetti,MF,Cagliari,Serie A,18,2000,27,957,793,951,6,1,0,696,0,0,,0,0,450,2004,906,411,407,99,0,0
11347,Alban Lafont,GK,Nantes,Ligue 1,20,1999,29.5,1316,168,780,576,26,16,1257,3,5,60,3,0,630,3139,1400,692,675,97.5,2,3
11348,Víctor Laguardia,DF,Alavés,La Liga,29,1989,0.1,4,0,0,1,3,2,4,0,0,,0,0,3,10,8,7,3,42.9,1,1
11349,Jack Lahne,FW,Amiens,Ligue 1,17,2001,23.5,1593,39,318,1041,348,19,1559,35,51,68.6,42,0,1063,5726,3233,1143,1039,90.9,31,24
11350,Konrad Laimer,MF,RB Leipzig,Bundesliga,22,1997,30.1,1894,98,576,907,565,51,1593,43,76,56.6,45,4,1118,6720,4232,1229,1102,89.7,26,28
11351,Stefan Lainer,DF,M'Gladbach,Bundesliga,26,1992,3.9,182,1,13,79,120,18,174,18,27,66.7,19,0,153,1617,1018,182,139,76.4,10,12
11352,Diego Lainez,MFFW,Betis,La Liga,19,2000,22.7,1578,75,447,790,488,27,1267,43,66,65.2,47,2,996,8077,5074,1014,923,91,21,37
11353,Kenny Lala,DF,Strasbourg,Ligue 1,27,1991,4.2,333,7,52,178,126,12,331,2,6,33.3,4,1,236,1119,524,273,236,86.4,5,7
11354,Adam Lallana,MFFW,Liverpool,Premier League,31,1988,13.5,772,18,95,361,395,43,717,31,45,68.9,33,0,581,4371,2573,701,551,78.6,28,30
11355,Érik Lamela,MFFW,Tottenham,Premier League,27,1992,0.4,18,0,3,8,9,1,13,0,0,,0,0,8,73,56,5,5,100,0,1
11356,Tariq Lamptey,DF,Chelsea,Premier League,18,2000,6.5,326,22,110,137,108,11,280,23,30,76.7,24,1,211,1456,944,196,171,87.2,11,13
11357,Tariq Lamptey,DF,Brighton,Premier League,18,2000,10.3,491,63,288,219,13,3,478,0,0,,0,0,287,1859,986,291,282,96.9,0,2
11358,Loïck Landre,DF,Nîmes,Ligue 1,27,1992,6,389,29,106,197,111,8,329,2,3,66.7,2,0,226,1050,467,264,232,87.9,2,0
11359,Michael Lang,DF,Werder Bremen,Bundesliga,28,1991,3.5,231,25,119,120,7,4,225,1,1,100,1,0,140,752,365,148,146,98.6,1,1
11360,Sebastian Langkamp,DF,Werder Bremen,Bundesliga,31,1988,2.2,105,2,24,53,30,5,104,1,1,100,1,0,53,190,58,81,61,75.3,3,1
11361,Henri Lansbury,MF,Aston Villa,Premier League,28,1990,15.3,941,14,118,561,333,34,881,28,42,66.7,28,0,733,4627,2372,858,708,82.5,26,24
11362,Manuel Lanzini,MFFW,West Ham,Premier League,26,1993,19.8,604,14,62,284,291,133,550,22,35,62.9,25,1,372,2183,1051,893,425,47.6,60,39
11363,Gianluca Lapadula,FW,Lecce,Serie A,29,1990,12.2,1192,115,489,776,35,4,1172,2,2,100,2,0,903,5964,4055,977,960,98.3,3,1
11364,Aymeric Laporte,DF,Manchester City,Premier League,25,1994,29.3,1571,281,858,784,40,10,1482,7,7,100,7,0,826,5827,3805,888,867,97.6,6,2
11365,Danilo Larangeira,DF,Bologna,Serie A,35,1984,2.8,112,0,9,44,65,4,105,3,7,42.9,4,0,72,501,228,145,85,58.6,7,6
11366,Larra,FWMF,Athletic Club,La Liga,21,1997,26.6,1117,1024,1113,5,0,0,827,3,3,100,3,0,569,2573,1308,488,487,99.8,1,0
11367,Gautier Larsonneur,GK,Brest,Ligue 1,22,1997,28.5,836,22,81,359,453,162,801,14,40,35,16,0,497,3912,2350,1029,541,52.6,83,30
11368,Kevin Lasagna,FW,Udinese,Serie A,26,1992,23.1,1074,209,730,352,41,18,1059,8,12,66.7,8,0,542,2858,1100,565,549,97.2,5,3
11369,Jamaal Lascelles,DF,Newcastle Utd,Premier League,25,1993,13.6,784,17,139,463,219,34,778,7,8,87.5,7,0,564,2674,1162,681,599,88,16,25
11370,Paul Lasne,MFFW,Brest,Ligue 1,30,1989,5.2,326,19,93,138,105,6,259,10,11,90.9,10,0,153,753,385,158,137,86.7,2,4
11371,Toni Lato,DFMF,Osasuna,La Liga,21,1997,15.3,800,42,208,473,168,18,776,19,32,59.4,21,1,514,2816,1498,533,480,90.1,16,19
11372,Danny Latza,MF,Mainz 05,Bundesliga,29,1989,9.8,637,45,219,338,126,1,539,9,11,81.8,9,0,370,2201,1271,388,375,96.6,2,13
11373,Vincent Laurini,DF,Parma,Serie A,30,1989,20.8,1222,109,593,637,70,14,1187,13,17,76.5,13,2,758,4135,2461,771,747,96.9,6,9
11374,Wesley Lautoa,MFDF,Dijon,Ligue 1,31,1987,6.6,396,25,111,186,136,14,345,3,12,25,5,0,222,1620,921,247,212,85.8,9,5
11375,Diego Laxalt,DFMF,Torino,Serie A,26,1993,1.9,134,4,33,85,35,3,118,1,2,50,1,0,86,583,380,99,90,90.9,1,0
11376,Diego Laxalt,DF,Milan,Serie A,26,1993,5.3,240,18,92,96,64,7,211,12,20,60,15,0,161,911,470,190,148,77.9,5,6
11377,Valentino Lazaro,DFMF,Newcastle Utd,Premier League,23,1996,3.6,244,5,54,85,120,10,206,6,14,42.9,6,0,162,1026,729,175,151,86.3,7,4
11378,Valentino Lazaro,DFMF,Inter,Serie A,23,1996,36,1972,90,379,891,815,117,1659,45,99,45.5,48,3,1168,7935,5580,1485,1250,84.2,38,20
11379,Darko Lazović,DF,Hellas Verona,Serie A,28,1990,28.3,1295,47,314,473,644,88,1126,37,73,50.7,42,2,940,7712,5657,1018,878,86.2,31,27
11380,Manuel Lazzari,DF,Lazio,Serie A,25,1993,1.1,32,2,3,17,14,3,30,0,0,,0,0,20,86,15,43,26,60.5,3,1
11381,Mickaël Le Bihan,FW,Nice,Ligue 1,29,1990,26.6,1944,242,994,1044,46,23,1886,0,0,,0,0,1288,8086,4385,1396,1369,98.1,5,2
11382,Robin Le Normand,DF,Real Sociedad,La Liga,22,1996,27.3,1260,87,428,724,179,39,1222,4,7,57.1,4,1,690,3447,1696,821,724,88.2,24,8
11383,Damien Le Tallec,MFDF,Montpellier,Ligue 1,29,1990,12,574,26,134,349,127,20,560,9,16,56.3,11,0,385,2322,1403,415,373,89.9,15,22
11384,James Lea Siliki,MF,Rennes,Ligue 1,23,1996,15.6,652,8,52,283,392,101,644,41,63,65.1,44,3,492,4523,2960,779,538,69.1,33,30
11385,Rafael Leão,FW,Milan,Serie A,20,1999,0.1,7,0,1,4,2,0,6,1,1,100,1,0,5,31,19,5,3,60,0,0
11386,Adrien Lebeau,MF,Strasbourg,Ligue 1,20,1999,2.2,117,5,25,54,42,7,109,2,2,100,2,0,72,429,181,82,61,74.4,7,2
11387,Mathew Leckie,DFFW,Hertha BSC,Bundesliga,28,1991,28,944,818,938,10,1,0,654,0,0,,0,0,390,2222,1188,333,331,99.4,1,0
11388,Benjamin Lecomte,GK,Monaco,Ligue 1,28,1991,25,1565,81,423,786,483,55,1517,30,40,75,31,3,1131,6847,3634,1266,1098,86.7,38,45
11389,Pierre Lees-Melou,MF,Nice,Ligue 1,26,1993,9.4,565,48,304,263,30,2,524,5,6,83.3,5,0,361,1691,925,370,365,98.6,3,3
11390,Jordan Lefort,DF,Amiens,Ligue 1,25,1993,19.1,516,17,84,215,248,93,505,17,32,53.1,17,0,290,2090,1294,615,326,53,32,13
11391,Wu Lei,FWMF,Espanyol,La Liga,27,1991,11.2,766,106,467,334,21,7,746,5,5,100,5,0,432,2752,1423,462,450,97.4,4,3
11392,Toni Leistner,DF,Köln,Bundesliga,28,1990,7.6,644,18,178,355,160,10,622,7,13,53.8,9,0,469,2747,1643,530,484,91.3,9,10
11393,Moritz Leitner,MF,Norwich City,Premier League,26,1992,20.1,1346,72,366,864,180,8,1314,7,12,58.3,9,1,857,4163,2099,872,841,96.4,7,14
11394,Lucas Leiva,MF,Lazio,Serie A,32,1987,4.9,249,22,136,103,18,5,231,2,3,66.7,2,0,123,592,227,117,112,95.7,0,5
11395,Florian Lejeune,DF,Newcastle Utd,Premier League,28,1991,6.9,388,19,81,167,169,9,343,11,37,29.7,14,4,252,1822,1144,304,241,79.3,15,13
11396,Iñigo Lekue,FWDF,Athletic Club,La Liga,26,1993,1,30,30,30,0,0,0,21,0,0,,0,0,14,62,18,14,14,100,0,0
11397,Nicolas Lemaître,GK,Reims,Ligue 1,22,1997,10.3,524,7,68,301,205,11,486,21,38,55.3,23,1,374,2607,1460,420,353,84,24,10
11398,Thomas Lemar,MF,Atlético Madrid,La Liga,23,1995,0.2,7,0,0,1,6,2,7,0,1,0,0,0,6,45,16,7,4,57.1,0,3
11399,Tim Lemperle,FWMF,Köln,Bundesliga,17,2002,26.9,2375,325,1096,1390,51,12,2322,5,9,55.6,5,0,1771,9816,6000,1858,1834,98.7,0,6
11400,Clément Lenglet,DF,Barcelona,La Liga,24,1995,5.5,189,12,39,79,82,6,187,6,8,75,6,0,125,790,472,156,115,73.7,7,5
11401,Aaron Lennon,MF,Burnley,Premier League,32,1987,29.4,1074,973,1067,8,0,0,768,1,2,50,1,0,497,1991,1044,444,442,99.5,0,0
11402,Bernd Leno,GK,Arsenal,Premier League,27,1992,25.2,1479,86,484,689,398,23,1161,25,39,64.1,26,1,690,4234,2262,750,644,85.9,27,21
11403,Christopher Lenz,DF,Union Berlin,Bundesliga,24,1994,1.4,49,44,48,1,0,0,34,0,0,,0,0,19,88,34,15,15,100,0,0
11404,Donovan Léon,GK,Brest,Ligue 1,26,1992,21.1,945,12,80,355,552,64,819,20,38,52.6,26,2,534,3048,1397,859,588,68.5,43,34
11405,Pedro León,MFFW,Eibar,La Liga,32,1986,7.5,190,2,15,85,96,31,179,2,10,20,3,0,118,575,257,268,132,49.3,20,8
11406,Sergio León,FW,Levante,La Liga,30,1989,15.4,748,29,155,421,195,23,739,4,11,36.4,4,0,446,1709,714,580,493,85,14,12
11407,Lukas Lerager,MF,Genoa,Serie A,26,1993,5.7,313,14,61,135,146,17,304,13,22,59.1,14,3,235,1609,816,279,225,80.6,17,8
11408,Mehdi Léris,MFFW,Sampdoria,Serie A,21,1998,30,1700,126,509,980,282,18,1677,25,33,75.8,27,1,1012,4741,1996,1026,952,92.8,22,21
11409,Jefferson Lerma,MF,Bournemouth,Premier League,24,1994,10,341,316,340,1,0,0,212,1,1,100,1,0,125,575,348,113,112,99.1,0,0
11410,Karlo Letica,GK,SPAL,Serie A,22,1997,30.7,1203,15,39,458,785,257,1174,60,106,56.6,70,2,902,5121,2509,1606,1000,62.3,84,62
11411,Robert Lewandowski,FW,Bayern Munich,Bundesliga,30,1988,25.6,1599,123,663,679,393,23,1352,37,62,59.7,39,2,961,7364,4282,1031,925,89.7,26,23
11412,Jamal Lewis,DF,Norwich City,Premier League,21,1998,8.6,300,5,17,167,138,39,277,7,13,53.8,9,0,179,1077,605,399,219,54.9,23,29
11413,Aaron Leya Iseka,FW,Toulouse,Ligue 1,21,1997,14.9,731,68,247,341,191,3,559,5,10,50,6,0,325,2071,1166,356,304,85.4,7,8
11414,Stephan Lichtsteiner,DF,Augsburg,Bundesliga,35,1984,16.5,1214,29,228,724,352,9,1091,15,25,60,16,0,830,4671,2363,862,797,92.5,18,16
11415,Dimitri Liénard,MF,Strasbourg,Ligue 1,31,1988,20.2,1236,198,776,547,31,5,1202,3,3,100,3,0,820,6506,3514,862,850,98.6,2,2
11416,Philipp Lienhart,DF,Freiburg,Bundesliga,23,1996,27.2,1796,240,804,1031,51,22,1760,1,1,100,1,0,1112,5973,2894,1257,1239,98.6,4,3
11417,Matthijs de Ligt,DF,Juventus,Serie A,19,1999,0.3,20,0,4,10,8,0,18,0,0,,0,0,14,169,126,23,17,73.9,1,2
11418,Isaac Lihadji,DFMF,Marseille,Ligue 1,17,2002,2.2,146,7,44,86,30,1,118,1,1,100,1,0,89,519,328,91,82,90.1,0,3
11419,Lillo,DF,Osasuna,La Liga,30,1989,0.7,46,1,9,26,15,3,43,3,3,100,3,0,36,269,180,37,28,75.7,2,2
11420,Anderson Lima,MF,Lazio,Serie A,19,1999,3,201,5,48,87,82,2,164,2,3,66.7,2,1,120,826,511,142,124,87.3,3,4
11421,Lucas Lima,FWDF,Nantes,Ligue 1,27,1991,1.7,78,4,13,40,34,5,75,1,4,25,1,0,51,490,330,75,54,72,3,3
11422,Anthony Limbombe,FWMF,Nantes,Ligue 1,25,1994,34.4,2308,345,1251,1129,69,11,2252,3,8,37.5,4,0,1466,8828,4916,1571,1556,99,7,4
11423,Victor Lindelöf,DF,Manchester Utd,Premier League,25,1994,22.4,1032,32,203,495,408,60,1009,29,50,58,32,1,757,4630,2849,773,641,82.9,36,34
11424,Karol Linetty,MF,Sampdoria,Serie A,24,1995,10.4,520,2,27,269,261,38,500,9,18,50,10,1,382,2256,1114,556,408,73.4,23,12
11425,Jesse Lingard,MFFW,Manchester Utd,Premier League,26,1992,29.4,1569,78,431,727,548,67,1370,51,76,67.1,54,2,1033,7712,5254,1123,976,86.9,34,25
11426,Pol Lirola,DF,Fiorentina,Serie A,21,1997,25.9,1842,261,1001,940,45,16,1808,6,8,75,6,0,1249,8382,4939,1291,1275,98.8,5,4
11427,Diego Llorente,DF,Real Sociedad,La Liga,25,1993,5.6,237,3,10,89,149,69,230,5,9,55.6,6,0,144,621,217,340,196,57.6,11,9
11428,Fernando Llorente,FW,Napoli,Serie A,34,1985,15.2,676,22,114,389,208,51,671,25,33,75.8,27,1,497,3237,1572,534,446,83.5,19,31
11429,Marcos Llorente,MFFW,Atlético Madrid,La Liga,24,1995,3,198,35,134,75,1,0,196,0,0,,0,0,140,594,325,155,152,98.1,2,0
11430,Gautier Lloris,DF,Nice,Ligue 1,24,1995,20.1,622,591,622,0,0,0,435,0,1,0,0,0,241,1077,612,222,220,99.1,1,0
11431,Hugo Lloris,GK,Tottenham,Premier League,32,1986,16.6,1233,29,191,704,447,28,1156,38,68,55.9,41,1,893,6823,3769,951,862,90.6,22,25
11432,Giovani Lo Celso,MFFW,Tottenham,Premier League,23,1996,8.4,695,11,133,486,121,4,683,7,9,77.8,8,0,498,2355,1074,607,579,95.4,4,3
11433,Stanislav Lobotka,MF,Napoli,Serie A,24,1994,15.4,883,16,175,593,184,13,872,10,15,66.7,10,0,670,4090,1872,729,659,90.4,7,20
11434,Stanislav Lobotka,MF,Celta Vigo,La Liga,24,1994,5.9,194,1,16,101,88,28,183,2,4,50,2,0,125,707,289,257,154,59.9,14,11
11435,Jürgen Locadia,FW,Hoffenheim,Bundesliga,25,1993,1,34,0,2,16,17,7,34,1,1,100,1,0,25,103,62,43,22,51.2,8,2
11436,Jürgen Locadia,MFFW,Brighton,Premier League,25,1993,28.7,2527,113,496,1609,579,34,2432,49,72,68.1,50,1,1755,9040,5183,2034,1943,95.5,27,37
11437,Manuel Locatelli,MF,Sassuolo,Serie A,21,1998,26.6,1569,64,456,696,500,38,1278,14,30,46.7,15,1,890,4883,2830,927,818,88.2,25,32
11438,Renan Lodi,DF,Atlético Madrid,La Liga,21,1998,2.3,145,6,18,79,57,12,144,2,2,100,2,0,101,631,320,147,116,78.9,2,3
11439,Ruben Loftus-Cheek,MFFW,Chelsea,Premier League,23,1996,2.1,138,2,27,88,33,2,133,0,1,0,0,0,101,418,224,110,101,91.8,1,2
11440,Enzo Loiodice,MF,Dijon,Ligue 1,18,2000,6.3,254,35,153,108,4,3,251,1,1,100,1,0,101,474,173,121,117,96.7,0,1
11441,Kevin Long,DF,Burnley,Premier League,28,1990,15.5,611,16,48,256,329,71,606,8,18,44.4,9,0,295,1549,722,885,456,51.5,62,27
11442,Shane Long,FW,Southampton,Premier League,32,1987,6.4,274,9,67,167,48,5,270,5,7,71.4,5,0,169,598,228,206,192,93.2,4,8
11443,Matthew Longstaff,MF,Newcastle Utd,Premier League,19,2000,15.3,850,39,224,487,170,9,806,9,14,64.3,10,1,479,2238,880,558,497,89.1,18,19
11444,Sean Longstaff,MF,Newcastle Utd,Premier League,21,1997,3.4,211,1,24,97,118,19,199,7,16,43.8,7,0,166,1291,806,178,147,82.6,13,7
11445,Ademola Lookman,MFFW,RB Leipzig,Bundesliga,21,1997,26,867,780,857,12,0,0,638,0,0,,0,0,412,1712,921,386,385,99.7,0,0
11446,Anthony Lopes,GK,Lyon,Ligue 1,28,1990,1.5,65,0,7,42,21,0,60,2,3,66.7,2,0,51,240,85,59,43,72.9,3,3
11447,Rony Lopes,FW,Sevilla,La Liga,23,1995,0.9,34,0,4,16,16,3,33,1,1,100,1,0,30,195,70,44,28,63.6,1,1
11448,Rony Lopes,FW,Monaco,Ligue 1,23,1995,16,657,12,44,344,327,73,640,15,30,50,15,1,434,3398,2042,805,524,65.1,39,26
11449,Adrián López,FWMF,Osasuna,La Liga,31,1988,27.3,1623,138,627,951,140,21,1583,8,9,88.9,8,0,1012,5359,2904,1078,1014,94.1,9,18
11450,David López,DFMF,Espanyol,La Liga,29,1989,35.9,1232,1062,1225,9,0,0,797,3,4,75,4,0,505,3293,2196,393,392,99.7,0,0
11451,Diego López,GK,Espanyol,La Liga,37,1981,1,45,6,17,14,15,0,37,0,0,,0,0,19,107,55,19,17,89.5,0,1
11452,Javi López,DF,Alavés,La Liga,17,2002,15.4,888,54,288,437,214,6,742,14,21,66.7,15,2,481,2718,1470,446,413,92.6,10,9
11453,Javi López,DF,Espanyol,La Liga,33,1986,3.3,269,27,130,146,15,2,258,0,2,0,1,0,199,1074,642,219,214,97.7,1,0
11454,Lluis López,DF,Espanyol,La Liga,22,1997,12.3,982,9,157,602,295,25,953,15,29,51.7,18,2,781,4678,2692,946,822,86.9,13,13
11455,Maxime Lopez,MFFW,Marseille,Ligue 1,21,1997,32,1115,978,1111,5,0,0,831,0,0,,0,0,603,2454,1250,526,523,99.4,1,0
11456,Pau López,GK,Roma,Serie A,24,1994,0.3,37,1,2,19,21,0,36,2,2,100,2,0,34,142,29,35,30,85.7,0,3
11457,Roberto López,MF,Real Sociedad,La Liga,19,2000,19.9,1374,25,222,892,341,14,1240,19,23,82.6,20,0,933,5010,2120,997,919,92.2,13,25
11458,Unai López,MF,Athletic Club,La Liga,23,1995,0.1,12,0,1,5,6,1,12,0,0,,0,0,8,40,21,11,8,72.7,2,0
11459,Iker Losada,MFFW,Celta Vigo,La Liga,17,2001,0.5,28,5,16,14,0,0,28,2,3,66.7,2,0,20,67,53,16,16,100,1,0
11460,Albert Lottin,MF,Bordeaux,Ligue 1,17,2001,22.3,1413,14,212,823,472,35,1289,26,52,50,30,3,914,5264,2840,1195,964,80.7,36,34
11461,Imran Louza,MFFW,Nantes,Ligue 1,20,1999,0.1,2,0,2,1,0,0,2,0,0,,0,0,1,20,18,1,1,100,0,0
11462,Matteo Lovato,DF,Hellas Verona,Serie A,19,2000,8.6,730,75,354,407,22,13,715,1,1,100,1,0,436,2461,1420,489,486,99.4,2,1
11463,Dejan Lovren,DF,Liverpool,Premier League,30,1989,7.5,365,13,68,207,114,9,329,9,19,47.4,10,0,233,1197,644,296,228,77,19,23
11464,Eduard Löwen,MFFW,Augsburg,Bundesliga,22,1997,3.5,190,8,42,121,39,1,183,11,13,84.6,12,0,138,747,346,134,116,86.6,6,5
11465,Eduard Löwen,MF,Hertha BSC,Bundesliga,22,1997,17,928,80,271,475,235,8,769,11,18,61.1,11,0,430,2042,1200,471,436,92.6,11,5
11466,Matthew Lowton,DF,Burnley,Premier League,30,1989,11.4,535,2,48,191,347,81,524,24,44,54.5,29,0,445,3525,2236,571,417,73,31,25
11467,Hirving Lozano,FW,Napoli,Serie A,24,1995,1.9,105,2,31,68,11,1,103,1,1,100,1,0,72,403,131,73,66,90.4,1,1
11468,Pol Lozano,MFFW,Espanyol,La Liga,19,1999,1,60,7,34,28,1,1,49,0,0,,0,0,32,173,96,34,32,94.1,0,0
